client_id,outcome,confidence,review_status
C00001286,Bad,0.85,Review Not Required
C00001287,Good,0.87,Review Not Required
C00001288,Good,0.8,Review Not Required
C00001289,Bad,0.75,Review Required
C00001290,Bad,0.8,Review Not Required
C00001291,Bad,0.93,Review Not Required
C00001292,Bad,0.93,Review Not Required
C00001293,Bad,0.92,Review Not Required
C00001294,Good,0.72,Review Required
C00001295,Bad,0.92,Review Not Required
C00001296,Bad,0.82,Review Not Required
C00001297,Good,0.85,Review Not Required
C00001298,Good,1,Review Not Required
C00001299,Bad,0.89,Review Not Required
C00001300,Bad,0.87,Review Not Required
C00001303,Good,0.76,Review Required
C00001304,Good,0.81,Review Not Required
C00001305,Good,0.94,Review Not Required
C00001306,Bad,0.81,Review Not Required
C00001307,Bad,0.94,Review Not Required
C00001308,Good,0.76,Review Required
C00001309,Bad,0.97,Review Not Required
C00001310,Bad,0.95,Review Not Required
C00001311,Good,0.83,Review Not Required
C00001312,Good,0.83,Review Not Required
C00001313,Bad,0.76,Review Required
C00001314,Bad,0.73,Review Required
C00001315,Bad,0.92,Review Not Required
C00001316,Good,0.8,Review Not Required
C00001317,Good,0.9,Review Not Required
C00001318,Bad,0.9,Review Not Required
C00001321,Bad,0.96,Review Not Required
C00001322,Bad,0.84,Review Not Required
C00001323,Good,0.97,Review Not Required
C00001324,Good,0.93,Review Not Required
C00001325,Good,0.87,Review Not Required
C00001326,Bad,0.77,Review Required
C00001327,Bad,0.89,Review Not Required
C00001328,Bad,0.81,Review Not Required
C00001329,Good,0.91,Review Not Required
C00001330,Bad,0.81,Review Not Required
C00001331,Good,0.86,Review Not Required
C00001332,Good,0.9,Review Not Required
C00001333,Bad,0.9,Review Not Required
C00001334,Bad,0,Review Required
C00001335,Good,0.75,Review Required
C00001336,Good,0.88,Review Not Required
C00001337,Good,1,Review Not Required
C00001338,Good,0.82,Review Not Required
C00001339,Bad,0.86,Review Not Required
C00001340,Good,0.86,Review Not Required
C00001341,Bad,0.82,Review Not Required
C00001343,Bad,0.82,Review Not Required
C00001344,Good,0.92,Review Not Required
C00001345,Bad,0.74,Review Required
C00001346,Bad,0.74,Review Required
C00001347,Bad,0.8,Review Not Required
C00001348,Bad,0.98,Review Not Required
C00001349,Good,0.91,Review Not Required
C00001350,Bad,0.9,Review Not Required
C00001351,Good,0.76,Review Required
C00001352,Bad,0.97,Review Not Required
C00001353,Good,0.73,Review Required
C00001354,Bad,0.96,Review Not Required
C00001355,Bad,0.91,Review Not Required
C00001356,Good,0.74,Review Required
C00001359,Good,0.91,Review Not Required
C00001360,Good,0.91,Review Not Required
C00001361,Good,0.9,Review Not Required
C00001362,Good,0.88,Review Not Required
C00001363,Good,0.98,Review Not Required
C00001364,Bad,0.83,Review Not Required
C00001365,Bad,0.79,Review Required
C00001366,Bad,0.78,Review Required
C00001367,Good,0.81,Review Not Required
C00001368,Bad,0.88,Review Not Required
C00001369,Good,0.91,Review Not Required
C00001370,Good,0.87,Review Not Required
C00001371,Good,0.86,Review Not Required
C00001372,Good,0.88,Review Not Required
C00001373,Good,0.98,Review Not Required
C00001375,Bad,0.92,Review Not Required
C00001376,Good,0.98,Review Not Required
C00001377,Good,0.81,Review Not Required
C00001378,Bad,0.94,Review Not Required
C00001379,Good,0.87,Review Not Required
C00001380,Good,1,Review Not Required
C00001382,Good,0.9,Review Not Required
C00001383,Good,0.85,Review Not Required
C00001384,Bad,0.92,Review Not Required
C00001385,Good,0.92,Review Not Required
C00001386,Good,0.86,Review Not Required
C00001387,Bad,0.87,Review Not Required
C00001388,Bad,0.82,Review Not Required
C00001389,Good,0.85,Review Not Required
C00001390,Good,0.9,Review Not Required
C00001391,Good,1,Review Not Required
C00001392,Good,0.77,Review Required
C00001393,Good,0.72,Review Required
C00001394,Good,0.84,Review Not Required
C00001395,Good,0.97,Review Not Required
C00001396,Bad,0.86,Review Not Required
C00001397,Bad,0.8,Review Not Required
C00001401,Bad,0.92,Review Not Required
C00001402,Bad,0.77,Review Required
C00001403,Good,0.8,Review Not Required
C00001404,Bad,0.84,Review Not Required
C00001406,Good,0.82,Review Not Required
C00001407,Bad,0.73,Review Required
C00001408,Bad,0.94,Review Not Required
C00001409,Bad,0.81,Review Not Required
C00001410,Bad,0.9,Review Not Required
C00001411,Bad,1,Review Not Required
C00001412,Good,0.94,Review Not Required
C00001413,Bad,0.99,Review Not Required
C00001414,Good,0.91,Review Not Required
C00001416,Good,0.83,Review Not Required
C00001417,Bad,0.9,Review Not Required
C00001418,Good,0.76,Review Required
C00001419,Good,0.88,Review Not Required
C00001420,Bad,0.8,Review Not Required
C00001421,Bad,0.86,Review Not Required
C00001422,Good,0.78,Review Required
C00001423,Bad,0.9,Review Not Required
C00001424,Good,0.86,Review Not Required
C00001425,Good,0.89,Review Not Required
C00001426,Bad,0.83,Review Not Required
C00001427,Bad,0.79,Review Required
C00001428,Bad,0.85,Review Not Required
C00001429,Bad,0.92,Review Not Required
C00001430,Bad,0,Review Required
C00001431,Good,0.82,Review Not Required
C00001432,Good,0.96,Review Not Required
C00001433,Bad,0.83,Review Not Required
C00001434,Bad,0.95,Review Not Required
C00001435,Bad,0.77,Review Required
C00001438,Bad,0.81,Review Not Required
C00001439,Good,0.78,Review Required
C00001440,Bad,0.92,Review Not Required
C00001441,Good,0.83,Review Not Required
C00001442,Bad,0.92,Review Not Required
C00001443,Bad,1,Review Not Required
C00001444,Bad,0.86,Review Not Required
C00001445,Good,0.8,Review Not Required
C00001446,Good,0.98,Review Not Required
C00001447,Good,0.8,Review Not Required
C00001448,Good,0.99,Review Not Required
C00001449,Bad,0.99,Review Not Required
C00001450,Bad,0.93,Review Not Required
C00001452,Good,0.92,Review Not Required
C00001453,Bad,0.72,Review Required
C00001454,Bad,0.86,Review Not Required
C00001455,Bad,0.83,Review Not Required
C00001456,Bad,0.94,Review Not Required
C00001457,Bad,0.9,Review Not Required
C00001458,Good,0.75,Review Required
C00001459,Good,0.88,Review Not Required
C00001460,Bad,0.84,Review Not Required
C00001461,Bad,0.77,Review Required
C00001462,Good,0.9,Review Not Required
C00001463,Good,0.85,Review Not Required
C00001464,Good,0.84,Review Not Required
C00001465,Bad,0.75,Review Required
C00001466,Bad,0.95,Review Not Required
C00001467,Bad,0.91,Review Not Required
C00001468,Good,0.87,Review Not Required
C00001469,Good,0.74,Review Required
C00001470,Bad,0.95,Review Not Required
C00001471,Good,0.86,Review Not Required
C00001472,Good,0.86,Review Not Required
C00001473,Good,0.9,Review Not Required
C00001474,Bad,0.84,Review Not Required
C00001475,Good,0.96,Review Not Required
C00001476,Good,0.98,Review Not Required
C00001478,Bad,0.85,Review Not Required
C00001479,Bad,0.82,Review Not Required
C00001480,Good,0.93,Review Not Required
C00001481,Good,0.73,Review Required
C00001482,Bad,0.99,Review Not Required
C00001483,Bad,0.79,Review Required
C00001484,Bad,0.88,Review Not Required
C00001485,Good,0.84,Review Not Required
C00001486,Good,0.92,Review Not Required
C00001487,Good,0.99,Review Not Required
C00001488,Bad,0.82,Review Not Required
C00001489,Good,0.91,Review Not Required
C00001490,Bad,0.9,Review Not Required
C00001491,Good,1,Review Not Required
C00001492,Bad,0.98,Review Not Required
C00001493,Bad,0,Review Required
C00001494,Bad,0.76,Review Required
C00001495,Bad,0.81,Review Not Required
C00001496,Good,0.84,Review Not Required
C00001497,Bad,0.97,Review Not Required
C00001498,Good,0.89,Review Not Required
C00001499,Bad,0.92,Review Not Required
C00001500,Good,0.77,Review Required
C00001501,Bad,0.84,Review Not Required
C00001502,Bad,0.9,Review Not Required
C00001503,Bad,0.9,Review Not Required
C00001504,Bad,0.82,Review Not Required
C00001505,Bad,0.98,Review Not Required
C00001506,Bad,0.99,Review Not Required
C00001507,Bad,0.89,Review Not Required
C00001508,Bad,0.91,Review Not Required
C00001509,Bad,0.81,Review Not Required
C00001510,Bad,0.88,Review Not Required
C00001511,Bad,0.8,Review Not Required
C00001512,Good,0.87,Review Not Required
C00001513,Bad,0.75,Review Required
C00001514,Good,0.75,Review Required
C00001516,Bad,0.94,Review Not Required
C00001517,Bad,0.99,Review Not Required
C00001518,Bad,0.99,Review Not Required
C00001519,Bad,0.9,Review Not Required
C00001520,Bad,0.91,Review Not Required
C00001521,Good,0.8,Review Not Required
C00001522,Good,0.94,Review Not Required
C00001523,Good,0.85,Review Not Required
C00001524,Bad,0.89,Review Not Required
C00001525,Bad,0.98,Review Not Required
C00001526,Good,0.89,Review Not Required
C00001527,Good,0.78,Review Required
C00001528,Bad,0.87,Review Not Required
C00001529,Bad,0.95,Review Not Required
C00001530,Good,0.82,Review Not Required
C00001531,Good,0.93,Review Not Required
C00001532,Good,0.95,Review Not Required
C00001533,Bad,0.83,Review Not Required
C00001534,Good,0.88,Review Not Required
C00001535,Bad,0.79,Review Required
C00001536,Good,0.92,Review Not Required
C00001537,Good,0.74,Review Required
C00001539,Good,0.81,Review Not Required
C00001540,Bad,0.95,Review Not Required
C00001541,Bad,0.93,Review Not Required
C00001542,Bad,0.93,Review Not Required
C00001543,Good,0.9,Review Not Required
C00001546,Bad,0.88,Review Not Required
C00001547,Bad,0.85,Review Not Required
C00001548,Good,0.85,Review Not Required
C00001549,Bad,0.84,Review Not Required
C00001550,Bad,0.78,Review Required
C00001554,Good,0.81,Review Not Required
C00001555,Bad,0.87,Review Not Required
C00001556,Good,0.9,Review Not Required
C00001557,Bad,0.91,Review Not Required
C00001558,Bad,0.76,Review Required
C00001559,Bad,0.83,Review Not Required
C00001561,Good,0.82,Review Not Required
C00001562,Bad,0.91,Review Not Required
C00001563,Bad,0.88,Review Not Required
C00001564,Good,0.87,Review Not Required
C00001565,Bad,0.79,Review Required
C00001566,Good,0.99,Review Not Required
C00001567,Good,0.93,Review Not Required
C00001568,Good,0.87,Review Not Required
C00001569,Good,0.91,Review Not Required
C00001570,Good,0.83,Review Not Required
C00001571,Good,0.86,Review Not Required
C00001572,Good,0.9,Review Not Required
C00001574,Good,0.97,Review Not Required
C00001575,Bad,0.93,Review Not Required
C00001576,Good,0.78,Review Required
C00001577,Bad,0.81,Review Not Required
C00001578,Bad,0.81,Review Not Required
C00001579,Bad,0.94,Review Not Required
C00001580,Bad,0.82,Review Not Required
C00001581,Good,0.91,Review Not Required
C00001582,Bad,0.97,Review Not Required
C00001583,Good,0.91,Review Not Required
C00001584,Bad,0.82,Review Not Required
C00001585,Good,0.97,Review Not Required
C00001586,Good,0.97,Review Not Required
C00001587,Bad,0.93,Review Not Required
C00001588,Bad,0.95,Review Not Required
C00001589,Good,0.99,Review Not Required
C00001590,Bad,0.96,Review Not Required
C00001591,Bad,0.77,Review Required
C00001592,Good,0.99,Review Not Required
C00001593,Good,0.9,Review Not Required
C00001594,Good,0.85,Review Not Required
C00001595,Bad,0.87,Review Not Required
C00001596,Good,0.89,Review Not Required
C00001597,Good,0.8,Review Not Required
C00001598,Good,0.9,Review Not Required
C00001599,Good,0.73,Review Required
C00001600,Good,0.93,Review Not Required
C00001601,Good,0.72,Review Required
C00001602,Bad,0.94,Review Not Required
C00001603,Good,0.82,Review Not Required
C00001604,Good,0.72,Review Required
C00001605,Bad,0.87,Review Not Required
C00001606,Good,0.81,Review Not Required
C00001607,Bad,0.98,Review Not Required
C00001608,Good,0.82,Review Not Required
C00001609,Good,0.77,Review Required
C00001610,Good,0.86,Review Not Required
C00001611,Good,1,Review Not Required
C00001612,Bad,0.73,Review Required
C00001613,Good,0.79,Review Required
C00001614,Bad,0.78,Review Required
C00001615,Good,0.75,Review Required
C00001616,Bad,0.82,Review Not Required
C00001617,Good,0.98,Review Not Required
C00001618,Good,0.9,Review Not Required
C00001619,Good,0.9,Review Not Required
C00001620,Bad,0.74,Review Required
C00001621,Good,0.87,Review Not Required
C00001622,Bad,0.81,Review Not Required
C00001623,Bad,0.85,Review Not Required
C00001624,Bad,0.96,Review Not Required
C00001625,Bad,0.75,Review Required
C00001628,Bad,0.94,Review Not Required
C00001629,Bad,0.84,Review Not Required
C00001630,Good,0.92,Review Not Required
C00001631,Bad,0.81,Review Not Required
C00001632,Bad,0.85,Review Not Required
C00001633,Good,0.84,Review Not Required
C00001634,Bad,0.77,Review Required
C00001635,Bad,0.85,Review Not Required
C00001636,Good,1,Review Not Required
C00001637,Good,0.77,Review Required
C00001638,Good,0.94,Review Not Required
C00001639,Good,0.9,Review Not Required
C00001640,Good,0.86,Review Not Required
C00001641,Good,0.95,Review Not Required
C00001642,Bad,0.8,Review Not Required
C00001643,Good,0.88,Review Not Required
C00001644,Bad,0.85,Review Not Required
C00001645,Good,0.83,Review Not Required
C00001646,Bad,0.83,Review Not Required
C00001647,Good,0.8,Review Not Required
C00001648,Bad,0.83,Review Not Required
C00001649,Good,0.95,Review Not Required
C00001650,Good,0.98,Review Not Required
C00001651,Good,0.84,Review Not Required
C00001653,Bad,0.87,Review Not Required
C00001654,Bad,0.91,Review Not Required
C00001655,Good,0.96,Review Not Required
C00001656,Good,0.78,Review Required
C00001657,Good,0.89,Review Not Required
C00001658,Good,0.83,Review Not Required
C00001659,Bad,0.77,Review Required
C00001660,Bad,0.94,Review Not Required
C00001661,Bad,0.92,Review Not Required
C00001662,Bad,0.84,Review Not Required
C00001663,Good,0.72,Review Required
C00001664,Bad,0.91,Review Not Required
C00001665,Bad,0.82,Review Not Required
C00001666,Bad,0.89,Review Not Required
C00001667,Bad,0.8,Review Not Required
C00001668,Good,0.94,Review Not Required
C00001669,Good,0.93,Review Not Required
C00001670,Bad,0.96,Review Not Required
C00001671,Good,0.81,Review Not Required
C00001672,Bad,0.98,Review Not Required
C00001673,Bad,0.86,Review Not Required
C00001674,Good,0.95,Review Not Required
C00001675,Good,0.94,Review Not Required
C00001676,Bad,0.95,Review Not Required
C00001677,Bad,0.89,Review Not Required
C00001679,Bad,0.84,Review Not Required
C00001680,Good,0.94,Review Not Required
C00001681,Bad,0.93,Review Not Required
C00001682,Good,0.86,Review Not Required
C00001683,Good,0.76,Review Required
C00001684,Bad,1,Review Not Required
C00001685,Bad,0.85,Review Not Required
C00001686,Bad,1,Review Not Required
C00001687,Bad,0.86,Review Not Required
C00001688,Bad,0.84,Review Not Required
C00001689,Bad,0.94,Review Not Required
C00001690,Good,0.9,Review Not Required
C00001691,Bad,0.85,Review Not Required
C00001692,Bad,0.78,Review Required
C00001693,Good,0.97,Review Not Required
C00001694,Bad,0.75,Review Required
C00001696,Bad,0.87,Review Not Required
C00001697,Good,0.9,Review Not Required
C00001698,Bad,0.89,Review Not Required
C00001699,Bad,0.72,Review Required
C00001700,Bad,0.86,Review Not Required
C00001701,Good,0.9,Review Not Required
C00001702,Good,0.84,Review Not Required
C00001703,Bad,0.83,Review Not Required
C00001704,Bad,0.89,Review Not Required
C00001705,Good,0.96,Review Not Required
C00001706,Good,0.74,Review Required
C00001707,Bad,0.8,Review Not Required
C00001709,Bad,0.98,Review Not Required
C00001710,Good,0.8,Review Not Required
C00001711,Bad,0.93,Review Not Required
C00001712,Good,0.95,Review Not Required
C00001713,Good,0.96,Review Not Required
C00001714,Bad,0.97,Review Not Required
C00001717,Good,0.92,Review Not Required
C00001718,Good,0.72,Review Required
C00001719,Bad,0.96,Review Not Required
C00001720,Good,0.8,Review Not Required
C00001721,Bad,0.76,Review Required
C00001722,Good,0.85,Review Not Required
C00001723,Bad,0.96,Review Not Required
C00001724,Bad,0.83,Review Not Required
C00001725,Bad,0.77,Review Required
C00001726,Good,0.84,Review Not Required
C00001727,Bad,0.78,Review Required
C00001728,Bad,0.94,Review Not Required
C00001729,Bad,0.81,Review Not Required
C00001730,Good,0.83,Review Not Required
C00001731,Bad,0.89,Review Not Required
C00001733,Bad,0.89,Review Not Required
C00001734,Bad,0.9,Review Not Required
C00001735,Bad,0.86,Review Not Required
C00001736,Good,0.85,Review Not Required
C00001737,Good,0.85,Review Not Required
C00001738,Bad,0.87,Review Not Required
C00001741,Good,0.95,Review Not Required
C00001742,Good,0.88,Review Not Required
C00001743,Good,0.88,Review Not Required
C00001744,Bad,0.81,Review Not Required
C00001745,Good,0.84,Review Not Required
C00001746,Bad,0.8,Review Not Required
C00001747,Bad,0.73,Review Required
C00001748,Bad,0.76,Review Required
C00001749,Bad,0.86,Review Not Required
C00001750,Good,0.72,Review Required
C00001751,Bad,0.79,Review Required
C00001752,Good,0.97,Review Not Required
C00001753,Bad,0.82,Review Not Required
C00001754,Good,0.99,Review Not Required
C00001755,Bad,0.93,Review Not Required
C00001756,Good,0.8,Review Not Required
C00001757,Bad,0.81,Review Not Required
C00001758,Good,0.95,Review Not Required
C00001759,Good,0.98,Review Not Required
C00001760,Good,0.83,Review Not Required
C00001761,Bad,0.94,Review Not Required
C00001762,Bad,0.85,Review Not Required
C00001763,Good,0.75,Review Required
C00001764,Bad,0.83,Review Not Required
C00001765,Good,0.84,Review Not Required
C00001768,Good,0.91,Review Not Required
C00001769,Good,0.87,Review Not Required
C00001770,Bad,0.75,Review Required
C00001771,Bad,0.86,Review Not Required
C00001772,Bad,0.93,Review Not Required
C00001774,Bad,0.73,Review Required
C00001775,Bad,0.87,Review Not Required
C00001776,Good,0.72,Review Required
C00001777,Bad,0.98,Review Not Required
C00001778,Bad,0.81,Review Not Required
C00001779,Bad,0.78,Review Required
C00001780,Bad,0.78,Review Required
C00001781,Bad,0.88,Review Not Required
C00001782,Bad,0.9,Review Not Required
C00001783,Good,0.84,Review Not Required
C00001784,Good,0.86,Review Not Required
C00001785,Good,0.83,Review Not Required
C00001786,Good,0.8,Review Not Required
C00001787,Bad,0.84,Review Not Required
C00001788,Bad,0.85,Review Not Required
C00001789,Bad,0,Review Required
C00001790,Bad,0.84,Review Not Required
C00001791,Bad,0.84,Review Not Required
C00001792,Bad,0.93,Review Not Required
C00001793,Bad,0.75,Review Required
C00001794,Good,0.87,Review Not Required
C00001795,Bad,0.99,Review Not Required
C00001796,Bad,0.75,Review Required
C00001797,Bad,0.84,Review Not Required
C00001798,Bad,0.75,Review Required
C00001799,Bad,0.92,Review Not Required
C00001800,Good,0.9,Review Not Required
C00001801,Bad,0.83,Review Not Required
C00001802,Bad,0.87,Review Not Required
C00001803,Good,0.94,Review Not Required
C00001806,Good,0.88,Review Not Required
C00001807,Bad,0.72,Review Required
C00001808,Good,0.81,Review Not Required
C00001809,Good,0.9,Review Not Required
C00001810,Good,0.72,Review Required
C00001811,Good,0.87,Review Not Required
C00001812,Good,0.91,Review Not Required
C00001813,Good,0.87,Review Not Required
C00001814,Good,0.81,Review Not Required
C00001815,Bad,0.86,Review Not Required
C00001816,Bad,0.95,Review Not Required
C00001817,Good,0.81,Review Not Required
C00001818,Bad,0.81,Review Not Required
C00001819,Bad,0.86,Review Not Required
C00001820,Good,0.99,Review Not Required
C00001821,Bad,0.98,Review Not Required
C00001822,Good,0.96,Review Not Required
C00001823,Good,0.82,Review Not Required
C00001824,Bad,0.79,Review Required
C00001825,Bad,0.82,Review Not Required
C00001826,Bad,0.96,Review Not Required
C00001827,Bad,0.95,Review Not Required
C00001828,Good,0.99,Review Not Required
C00001829,Bad,0.92,Review Not Required
C00001830,Good,0.96,Review Not Required
C00001831,Bad,0.81,Review Not Required
C00001832,Good,0.86,Review Not Required
C00001833,Bad,0.98,Review Not Required
C00001834,Bad,0.84,Review Not Required
C00001835,Good,0.75,Review Required
C00001836,Bad,1,Review Not Required
C00001837,Good,0.82,Review Not Required
C00001838,Good,0.83,Review Not Required
C00001839,Bad,0.76,Review Required
C00001840,Bad,0.89,Review Not Required
C00001841,Good,0.91,Review Not Required
C00001842,Good,0.87,Review Not Required
C00001843,Bad,0.86,Review Not Required
C00001844,Bad,0.98,Review Not Required
C00001845,Bad,0.83,Review Not Required
C00001846,Bad,0.93,Review Not Required
C00001847,Good,0.75,Review Required
C00001848,Good,0.93,Review Not Required
C00001849,Good,0.82,Review Not Required
C00001850,Bad,0.94,Review Not Required
C00001851,Good,0.93,Review Not Required
C00001852,Good,0.94,Review Not Required
C00001853,Good,0.98,Review Not Required
C00001854,Bad,0.88,Review Not Required
C00001856,Bad,0.82,Review Not Required
C00001857,Bad,0.73,Review Required
C00001860,Good,0.92,Review Not Required
C00001861,Bad,0.85,Review Not Required
C00001862,Good,0.9,Review Not Required
C00001863,Good,0.95,Review Not Required
C00001864,Good,0.85,Review Not Required
C00001865,Good,0.88,Review Not Required
C00001866,Bad,0.88,Review Not Required
C00001867,Bad,0.86,Review Not Required
C00001868,Good,0.84,Review Not Required
C00001869,Good,0.85,Review Not Required
C00001870,Bad,0.84,Review Not Required
C00001871,Bad,0.75,Review Required
C00001872,Bad,0.73,Review Required
C00001873,Bad,0.8,Review Not Required
C00001874,Bad,0.78,Review Required
C00001875,Good,0.91,Review Not Required
C00001876,Bad,0.97,Review Not Required
C00001877,Bad,0.78,Review Required
C00001878,Bad,0.9,Review Not Required
C00001879,Bad,0.88,Review Not Required
C00001880,Bad,0.91,Review Not Required
C00001881,Good,0.88,Review Not Required
C00001882,Bad,0.86,Review Not Required
C00001883,Good,0.89,Review Not Required
C00001884,Good,0.8,Review Not Required
C00001885,Good,0.87,Review Not Required
C00001886,Good,0.78,Review Required
C00001887,Bad,0.91,Review Not Required
C00001888,Bad,0.97,Review Not Required
C00001889,Good,0.98,Review Not Required
C00001890,Good,0.8,Review Not Required
C00001891,Bad,0.89,Review Not Required
C00001892,Bad,0.99,Review Not Required
C00001893,Bad,0.86,Review Not Required
C00001894,Good,0.9,Review Not Required
C00001895,Bad,0.99,Review Not Required
C00001896,Bad,0.77,Review Required
C00001897,Good,0.99,Review Not Required
C00001898,Good,0.91,Review Not Required
C00001899,Bad,0.72,Review Required
C00001900,Bad,0.83,Review Not Required
C00001901,Bad,0.92,Review Not Required
C00001903,Good,0.91,Review Not Required
C00001904,Good,0.86,Review Not Required
C00001905,Good,0.92,Review Not Required
C00001906,Good,0.94,Review Not Required
C00001907,Good,0.84,Review Not Required
C00001908,Bad,0.76,Review Required
C00001909,Bad,0.72,Review Required
C00001910,Bad,0.75,Review Required
C00001911,Bad,0.88,Review Not Required
C00001912,Bad,0.95,Review Not Required
C00001913,Good,0.92,Review Not Required
C00001914,Bad,0.89,Review Not Required
C00001915,Bad,0.85,Review Not Required
C00001916,Bad,0.82,Review Not Required
C00001917,Bad,0.91,Review Not Required
C00001919,Good,0.88,Review Not Required
C00001920,Good,0.81,Review Not Required
C00001921,Good,0.95,Review Not Required
C00001922,Bad,0.96,Review Not Required
C00001923,Bad,0.8,Review Not Required
C00001924,Bad,0.87,Review Not Required
C00001925,Good,0.72,Review Required
C00001926,Good,0.99,Review Not Required
C00001927,Bad,0.95,Review Not Required
C00001928,Good,0.81,Review Not Required
C00001929,Good,0.9,Review Not Required
C00001930,Good,0.83,Review Not Required
C00001931,Good,0.72,Review Required
C00001932,Good,0.91,Review Not Required
C00001934,Bad,0.98,Review Not Required
C00001935,Good,0.77,Review Required
C00001936,Bad,0.82,Review Not Required
C00001937,Bad,0.78,Review Required
C00001938,Bad,0.94,Review Not Required
C00001939,Bad,0.9,Review Not Required
C00001940,Bad,0.84,Review Not Required
C00001941,Good,0.8,Review Not Required
C00001942,Good,0.87,Review Not Required
C00001943,Bad,0.94,Review Not Required
C00001944,Bad,0.83,Review Not Required
C00001945,Good,0.73,Review Required
C00001946,Good,0.82,Review Not Required
C00001947,Bad,0.85,Review Not Required
C00001948,Good,0.87,Review Not Required
C00001949,Good,0.74,Review Required
C00001950,Bad,0.87,Review Not Required
C00001951,Bad,0.8,Review Not Required
C00001952,Bad,0.93,Review Not Required
C00001953,Bad,0.88,Review Not Required
C00001954,Bad,0.72,Review Required
C00001955,Bad,0.89,Review Not Required
C00001956,Good,0.93,Review Not Required
C00001957,Good,0.87,Review Not Required
C00001958,Good,0.74,Review Required
C00001959,Bad,0.97,Review Not Required
C00001960,Bad,0.92,Review Not Required
C00001961,Bad,0.99,Review Not Required
C00001962,Bad,0.85,Review Not Required
C00001963,Good,0.82,Review Not Required
C00001964,Bad,0.76,Review Required
C00001965,Bad,0.86,Review Not Required
C00001966,Bad,0.78,Review Required
C00001967,Good,0.92,Review Not Required
C00001968,Good,0.95,Review Not Required
C00001969,Bad,0.85,Review Not Required
C00001970,Good,0.89,Review Not Required
C00001971,Bad,0.77,Review Required
C00001972,Bad,0.76,Review Required
C00001973,Good,0.92,Review Not Required
C00001974,Good,0.9,Review Not Required
C00001975,Bad,0.82,Review Not Required
C00001976,Good,0.84,Review Not Required
C00001977,Bad,0.9,Review Not Required
C00001978,Bad,0.91,Review Not Required
C00001979,Good,0.86,Review Not Required
C00001980,Good,0.76,Review Required
C00001981,Good,0.91,Review Not Required
C00001982,Good,0.8,Review Not Required
C00001983,Bad,0.86,Review Not Required
C00001984,Good,0.84,Review Not Required
C00001985,Good,0.79,Review Required
C00001986,Bad,0.9,Review Not Required
C00001988,Good,0.98,Review Not Required
C00001989,Bad,0.91,Review Not Required
C00001990,Bad,0.8,Review Not Required
C00001991,Good,0.93,Review Not Required
C00001993,Good,0.82,Review Not Required
C00001994,Good,0.81,Review Not Required
C00001995,Bad,0.82,Review Not Required
C00001996,Good,0.72,Review Required
C00001997,Good,0.96,Review Not Required
C00001998,Bad,0.96,Review Not Required
C00001999,Good,0.92,Review Not Required
C00002000,Good,0.97,Review Not Required
C00002001,Bad,1,Review Not Required
C00002002,Bad,0.87,Review Not Required
C00002003,Good,0.97,Review Not Required
C00002004,Bad,0.99,Review Not Required
C00002005,Bad,0.77,Review Required
C00002006,Good,0.84,Review Not Required
C00002007,Good,0.86,Review Not Required
C00002008,Bad,0.95,Review Not Required
C00002009,Good,0.95,Review Not Required
C00002010,Good,0.8,Review Not Required
C00002011,Good,0.99,Review Not Required
C00002012,Good,0.82,Review Not Required
C00002013,Bad,0.88,Review Not Required
C00002015,Good,0.72,Review Required
C00002016,Bad,0.87,Review Not Required
C00002017,Good,0.9,Review Not Required
C00002018,Bad,0.91,Review Not Required
C00002019,Bad,0.76,Review Required
C00002020,Bad,0.93,Review Not Required
C00002021,Bad,0.85,Review Not Required
C00002022,Good,0.88,Review Not Required
C00002023,Good,0.94,Review Not Required
C00002024,Bad,0.74,Review Required
C00002025,Bad,0.88,Review Not Required
C00002026,Good,0.81,Review Not Required
C00002027,Good,0.95,Review Not Required
C00002028,Good,0.92,Review Not Required
C00002029,Bad,0.9,Review Not Required
C00002030,Good,0.8,Review Not Required
C00002031,Good,1,Review Not Required
C00002032,Bad,0.76,Review Required
C00002033,Bad,0.93,Review Not Required
C00002034,Good,0.96,Review Not Required
C00002035,Good,0.81,Review Not Required
C00002037,Bad,0.86,Review Not Required
C00002038,Good,0.97,Review Not Required
C00002039,Good,0.95,Review Not Required
C00002040,Bad,0.74,Review Required
C00002041,Bad,0.77,Review Required
C00002042,Bad,0.83,Review Not Required
C00002043,Good,0.93,Review Not Required
C00002044,Good,0.88,Review Not Required
C00002045,Bad,0.82,Review Not Required
C00002046,Bad,0.85,Review Not Required
C00002047,Good,0.99,Review Not Required
C00002048,Bad,0.82,Review Not Required
C00002049,Bad,0.8,Review Not Required
C00002050,Bad,0.9,Review Not Required
C00002051,Good,0.86,Review Not Required
C00002052,Bad,0.91,Review Not Required
C00002053,Bad,0.84,Review Not Required
C00002054,Good,0.87,Review Not Required
C00002055,Good,0.87,Review Not Required
C00002056,Bad,0.91,Review Not Required
C00002057,Good,0.72,Review Required
C00002058,Bad,0.98,Review Not Required
C00002059,Bad,0.88,Review Not Required
C00002060,Good,0.79,Review Required
C00002061,Bad,0.95,Review Not Required
C00002062,Good,0.85,Review Not Required
C00002063,Good,0.86,Review Not Required
C00002064,Bad,0.86,Review Not Required
C00002065,Good,0.89,Review Not Required
C00002066,Bad,0.84,Review Not Required
C00002067,Good,0.97,Review Not Required
C00002068,Bad,0,Review Required
