clientid,maid,device_type,sha1_hashed_email,collection_timestamp,ip_address,source_id
C00001250,V343X5J3-SLP5-0I24-4U2J-T51A3G376ZNL,ios,8d08ea92e1037d1a7a55e96287196222dbc5e0a4,1574897611000,31.945.71.064,12
C00001251,515LI3RB-DE47-OCBO-9Z15-2ZZ2H9006105,ios,ba0cdcfdf8e085c15348d198d1bd9f573e25edde,1591572811000,50.047.14.978,8
C00001252,KLDVCSVI-RB3Z-Z84M-Q53I-Z64Y33T36288,ios,f8b0c49535be9131dad6256d442605bd3c1b1d5f,1590104011000,33.774.54.638,4
C00001253,B8Y118GS-Z39Q-ZX3J-6F44-NTG08L23F5P0,ios,3b3797b975eb41e162bc23d9f33b2c4d267a3639,1579563211000,57.488.04.415,15
C00001254,30dtn84m-3i5z-4ua8-qo17-uc557nc134u0,android,b68dbc5749ad81c258b9ed65e3738d9c43a3a4da,1574724811000,58.072.17.625,11
C00001255,9ww550oh-n474-5v3m-t0mz-qqln30gew76k,android,361532cb8c36fa65218256d18372645d905371ca,1565739211000,21.473.27.108,8
C00001256,TP17II20-995V-S63L-SCE4-1O865T1BQSY5,ios,c1a1de1bddc81fee10c4faa40295111e322b2d49,1589412811000,87.546.29.352,7
C00001257,4AT8JO86-67Z9-R645-E2QO-CEOEF51Y8GTA,ios,a472c0808b0c81fb97d8f51150d43f8cb325302b,1532388811000,84.234.31.504,11
C00001258,f9xv7n16-cg41-54a1-84yq-0apz8mxnjit4,android,88ab8150a87f2925a9ce3fe5319119839c91ce44,1601854411000,93.562.69.887,13
C00001259,F4G70Y69-ZV8I-280K-8220-2C7PQ3964D43,ios,fb1fb80b456dc0dc835c3bb4246f8fc38ca55c14,1575416011000,18.007.51.480,10
C00001260,06JM36V4-RG7X-12T5-N5VQ-B4WINR23K7FB,ios,230d6b6b4a14f4d366d710e96f38ec5b3432404a,1589153611000,24.419.41.875,17
C00001261,T4B345X4-WQ0M-2Z7Q-L3B2-U106V5YGJO62,ios,0d78f48894ed553824b0d55504b0966929146937,1546904011000,44.104.94.337,12
C00001262,M1430ZD1-NPV0-G158-Z391-930LS42XI2IX,ios,c475ff3890a9f46b9a6ee4752400f6905189ed3e,1558481611000,78.427.00.839,3
C00001263,XBV8DSO3-5G21-JQ42-7O4T-TQILSW1EPF9C,ios,11c9285cd7b9524daef678a96791c51ebc67e100,1557012811000,80.466.62.309,4
C00001264,5N4UJ702-A499-GYQ6-JE70-9M79MW5CDJUE,ios,ac1cba588c9dbb17864b71f8c0ef91e6827d95b8,1561592011000,52.063.87.595,4
C00001265,38a6tita-d0f8-2223-2zb8-9tr770qn8kw7,android,aceb6e8c0ea7d6a3c43b2766cb875faf6af66885,1549582411000,36.410.74.750,4
C00001266,228W61NJ-KA0W-8681-K8DG-1CTHP7EV6710,ios,f0c5cec86e786ac0049304cf8194f783458cb8b2,1528414411000,84.688.15.217,3
C00001267,U91AH3J3-BCNH-H36Z-3DK9-308LKZ3QT814,ios,de4fbd08793394f96f2d11969e1f69aee76b3b67,1576366411000,22.457.05.962,7
C00001268,7Q0056M3-8N8W-GCL2-G831-4NRF115GM9X1,ios,c031aef345ae22e342cc4550e687b6ede724cbc4,1520465611000,37.629.95.456,10
C00001269,0i51q530-7726-91ya-b41z-ovu4xowe52ii,android,29560379ae2f146f2bb2889570184adb973f4f08,1542670411000,59.662.69.380,2
C00001270,VOR8BEY8-H07I-K7XZ-9FY7-739B3B1H313J,ios,9946c94870576affbd6301c23bc2e11baaffeb83,1531870411000,14.460.71.092,16
C00001271,6144PZ5F-376M-Z47M-EIQD-5EOS9ON4PXU9,ios,896cd2957ea4a017da9d9790444f7cef217371f9,1567121611000,97.356.17.805,17
C00001272,94j71mrr-50wq-iq6u-2xun-bc7zs1vb8ui9,android,d17bc704acbad20abfa32e5215db06bb33d4b8ec,1537054411000,39.390.77.632,5
C00001273,WS9W420E-2KAX-0OXD-63E0-9ED6XRYWKL4V,ios,51e67c755699b8a4ece6d3b1c1d6804be6b54d21,1579131211000,81.367.60.401,8
C00001274,2D39C10R-H9XS-Z1NW-0D0O-T30Q99AB27OE,ios,87c4a3e147f9fcfafa13bf379155433e7a7b6e40,1565652811000,65.028.31.955,4
C00001275,57V16ZV1-1FQA-K36K-V1KI-UX8X1YP0Q3GN,ios,70ff8556b28dc1ad6376c64722bbcd6af1b6b3f2,1592436811000,39.852.60.160,11
C00001276,29z4k03i-qnu0-34rb-407t-0537nyl608fy,android,fc873f598e3f7ea3211094283418e4d437430948,1553038411000,34.217.62.696,9
C00001277,J8INIQVT-S9SU-NX3H-R5BR-15V3NZ85LY00,ios,e51fe7ceb3cbbcd8207a777c2c773b5c4543c43a,1603496011000,39.750.19.770,3
C00001278,Y3Y76021-505H-ZY4N-Q5B3-GS9ZE1586YQD,ios,92fdddd10f9c16472fb5a9a2fcf8d0a7ceaa89a3,1578094411000,84.070.54.841,10
C00001279,1Q800778-B7ZB-ELTW-TCPT-2122962IQHQ9,ios,3655b03b20c2462179d461a9105e7f154897214f,1531092811000,85.589.36.586,12
C00001280,ur23p8t3-e8kw-bo96-s33r-c690nx3j6hu8,android,971d2a05020ecad702463b0296a08e682a69096d,1541201611000,82.318.22.045,7
C00001281,6i73k31o-n429-brx7-g4jt-cgw7k1a917g4,android,947fac423bbfaef14e4d38022b35935a2a930fbe,1529969611000,86.608.66.619,6
C00001282,9H01149H-F4P7-F577-A12Z-6V86ELMYAH56,ios,da8720189e16cc247bd50f47286b87aaecc8236e,1590881611000,75.403.19.394,1
C00001283,jd5t863c-9m8v-mc98-14mx-l9rzmj91n4b1,android,75992b98d98872a26afc801ccc28b13fde41296f,1522366411000,64.007.21.424,15
C00001284,F70752Y1-04VR-AKTX-85N1-5PO92YCR6BOV,ios,8313a99a607eaa50aca1e7123ddf72938aa2625d,1565652811000,72.075.55.539,14
C00001285,3J9GG80Q-Q5B9-SN09-ZKR0-8208378PCK3E,ios,b438db5bfa720a2f23f9e1877ce3e4c0b4672d32,1567121611000,62.738.34.270,6
C00001286,Y7WHFB38-I75H-BQA1-F9FK-7682R68ZLDV6,ios,355f0b44061873b432b814126a74e0c4c4bebe22,1597448011000,27.617.29.160,7
C00001287,x1a19d8x-651r-5c0d-59m8-n819om468yue,android,97d5b106d1471d6d984efe40292e616c246e9c71,1597275211000,81.010.62.431,3
C00001288,qow56s6w-7gsi-g17x-842p-hq104cv8i6o5,android,5e60c519158bad7f94692b56e08ae47b97d3274c,1600472011000,90.578.08.067,12
C00001289,784x6127-yrso-aacz-59v8-r6m2089rot4r,android,6bf6b8e403311a35617f516a6ba4143587cfa255,1582587211000,86.049.52.353,4
C00001290,x9z0t7he-86ow-1921-r4np-ac7p50d92ug2,android,db37f56198cac90be46f22d65b83bcb6a9730e6c,1566171211000,77.684.29.735,11
C00001291,rkbc699n-e137-wc13-1131-b4bh1be369s8,android,3cfb19ec3981d7618f416be3bb1c370a1d4ca125,1521934411000,64.255.95.661,16
C00001292,9L855Y6L-03X4-TFM8-24S8-OJDNY8W1F5SH,ios,2d84c15c235066593076c30214a7ad67895c6112,1551742411000,11.580.42.907,13
C00001293,M9A964CX-144Z-SU08-BKFZ-BM306E166Z82,ios,fd81d885331ad385be59029fac631f56102f90e1,1523576011000,85.818.27.454,4
C00001294,1902e0x9-0y06-wkqj-594y-53kg78815d53,android,c80b9a76a134aa02d2f14027eb33cbd889b9e6dd,1526945611000,79.925.52.205,16
C00001295,86262g47-ma7y-d7mq-zq35-i022i66c1vcg,android,525c2ae084186ef3d5b31152ecc9145f9bd75df4,1588635211000,46.984.84.492,5
C00001296,z58fl9qv-mz61-80n8-n6mc-560o0c544298,android,8dcbab5d2dcfa21a6a075b1a250e585b86cb255f,1571096011000,52.023.49.741,11
C00001297,10MK85QY-699F-6YKY-M68W-34F22P240E76,ios,beb3d3c2b461146367f94c02151da47b3acf6cc0,1523748811000,92.404.17.682,14
C00001298,0CUFCSQ8-202I-4338-5152-9Q0O0100T70P,ios,e7246456adf983747eec78f85d40d2e729e28469,1604619211000,20.996.59.186,4
C00001299,C0O4I795-3PH9-243E-7336-58WNBJEO9270,ios,4251bb7ccd5fe8701487186d956b1cef01ef35d4,1545780811000,24.314.93.627,9
C00001300,546343mr-8w06-7pg3-wn9p-9wi5t4y40ums,android,3c08bdf29fbb493a7576734fee6ce01cb5f0abad,1569281611000,16.593.95.130,1
C00001303,HDDYZ53U-SREU-T30C-3B10-9N5S1RQT1Q2G,ios,c852f3ac00a938a71a77e103211f22b51d206ecf,1574724811000,97.883.66.762,1
C00001304,4484f2uy-6036-vnv8-5g3z-8j2d49uh4kg9,android,de394ac9420d8eaaa6ce9a9100be7e3c56836dd4,1587080011000,67.390.28.678,10
C00001305,7t04uiv0-4d53-g858-i319-fvqd8xcb92wr,android,48ffd02b176480b9efd649e62e590d7a564b97e4,1604014411000,81.470.06.503,16
C00001306,ZZ362OX1-38V9-A4QC-7MQE-3WRU26I82E1F,ios,1e9e563257ae93a6f5a148015276c248ce0ef9fe,1599176011000,22.844.53.563,16
C00001307,p51t180w-pv0i-0qs2-5tvv-41404u1tij0o,android,67d02701712cea8ed32fdc4a1b9e41d91e88909e,1568158411000,49.130.66.163,17
C00001308,109p1blv-4q12-309c-37u0-cii149n942za,android,f13ca63c882163a5532287d1a2642e849640b052,1560123211000,52.350.89.469,1
C00001309,edm35095-u07k-8z48-s30e-bf3vi01a867q,android,7d0b846f9fbe288d6c41ed293e36961b71d6cffc,1522193611000,75.334.82.125,16
C00001310,3bb1a8qw-578f-08y1-o80e-tjt6b345y7m4,android,b56f6aa24397f0d1c71f011b3429aa56d64933ab,1580513611000,28.836.12.470,6
C00001311,fa9wcy46-76p1-5rh9-e692-9o2ghz5f6bgl,android,e6943d5772ed565fa5b0fd596634ec38c311a26b,1561592011000,15.173.43.120,4
C00001312,9HF87A0B-50XQ-987S-818V-5SNZN6GAZ9DT,ios,318b9be42f61ca9e48abb3c188b701e3157b85e7,1601336011000,55.938.32.614,16
C00001313,556c47p6-0i64-qat3-n69u-80lp722q822f,android,066c4f611692526dec00ebfb1adef598ee7e22d4,1526427211000,76.778.90.180,10
C00001314,gr2kgwio-0k4b-0195-vypz-8qv4da9c4055,android,9c446140029b455027b1eab8b02cae261442ab19,1573169611000,12.002.73.352,12
C00001315,5lb17f57-j8i6-it4k-8bx7-v8g712ntw1yx,android,42a0506e98a2db4583a97b3953f932877b071850,1545780811000,34.118.84.979,5
C00001316,RO0IXT8I-7UTX-A9UD-YV02-52JPWZ42BC63,ios,883293d9fcf4ae9928a1f0448b4afac27ae8f436,1601508811000,26.627.71.300,10
C00001317,zag5570q-as6y-21z3-u96s-bs6kzgdmw1g8,android,88a5d3bc26e8bc7ab9cbbb2479a25bfe415d51a8,1541720011000,95.099.40.772,10
C00001318,27I1HU24-5150-8N29-X5R5-SBR3WDP6776D,ios,2ca96f4527541a1cbe79bb19aa0159d1a30add71,1528673611000,12.767.32.323,9
C00001321,741f94ys-9ynt-3r3q-e7p4-1t3p2271ie47,android,7184f53e4a5d10818185435710f8880e31fbe983,1583537611000,84.422.07.287,13
C00001322,18AN41V8-541A-0KO4-P24A-67H98K37D76O,ios,d8b086078ec50a93fdf06ada7eda9cb79640eeb0,1575156811000,39.609.58.562,2
C00001323,ijemk193-ujz1-9j0g-7z37-k613s7p383s9,android,7c4e4eb7b0c7bf2b026a90e660cd9bafe65c593d,1557012811000,97.597.94.992,11
C00001324,51ZLJ05S-C799-100C-CR7F-49Z18SI373X3,ios,b98655169b55b5d58058ce5b10c5b7ddd731ae35,1580081611000,16.838.59.880,8
C00001325,969PY394-3E9Z-K0R8-E52X-L5AWF4RMU499,ios,929c58d66d600a6aabbb5ea3e9ef32bb8b7898c2,1577144011000,78.205.22.090,7
C00001326,8qrxwu7d-ufe9-2i72-vtq1-31r89no06mfq,android,71c6781590f05013942c6b1119264df394b3675b,1593214411000,10.908.11.613,12
C00001327,0A811PVY-4EO3-613J-8D3H-L391Y1R2L85C,ios,9758b09f61da137eb45221368dab633d494f751f,1575416011000,99.677.22.867,17
C00001328,VKTTO556-8443-3883-9L0O-87948045F5HB,ios,031f58fa968f1787125e1fd639438609bd398e31,1543102411000,87.139.52.201,5
C00001329,rfrf6d78-lknt-8ue5-u0l9-tl8c03371k45,android,6d2cb5e292684317246a2b5156aff1924867acba,1596497611000,13.272.92.947,3
C00001330,2SCCM8XX-NUQ1-GR2M-RS13-7I5P85A0EHCI,ios,56303955195c5d76abc3c7891feb3bd39cecfcc9,1543275211000,80.579.65.853,4
C00001331,20QM2594-9939-6QRY-MG13-3FQA7996469J,ios,623dd5e17fd730f5c5c198b9ed5fce1483c88ae1,1537400011000,43.130.15.020,2
C00001332,0NCR9R0N-0X34-8626-C52U-1CERWY4FY91V,ios,93c52ba57073dd36cfde6128758b0afd86d4dda6,1545348811000,21.232.65.590,10
C00001333,3n38j0v8-s0p8-ydg6-2hxr-5q16l7nx8uh5,android,82d9fe09333ce933b59724fa742e4f47d6f49717,1526859211000,29.190.73.780,15
C00001334,0P3O87B7-O03S-5909-5838-V4RU8LZFB2D8,ios,9569924ae7773953f2234f85670254aa02f73c7a,1591832011000,78.502.76.281,14
C00001335,634n66na-s25d-504a-01nt-6tv43t55k1mw,android,0ee684b71b8168e467c4ccfa9f6597121be7a98d,1592955211000,15.248.17.988,10
C00001336,X80W2POA-7LKO-1MUV-E34R-39G7V47X2026,ios,5d8c419a9ca19485c54fd103d1e34a7ede765803,1543448011000,61.167.89.824,12
C00001337,r6fg0x51-y334-q5y2-13ya-325eb07u7e6i,android,669b2606b5d469fef09fe6a6daf27600d9b606ea,1540078411000,78.995.02.599,11
C00001338,IN966B03-98I1-CJ7S-R1NR-Y46163WX3YG8,ios,85c35ee13679722f1ef7dbdba9c68d34018642a9,1584142411000,49.784.15.296,12
C00001339,52KBO083-4G59-FQ8C-7YAX-30334GIS46U2,ios,b8b28bf40e707a8067f7b2c2f9bec16f274e60c8,1548459211000,18.462.51.593,10
C00001340,tek683rq-zy79-os23-63y4-mh8t7fyk4ah7,android,f8001f3205aa32cc16d25b251bbb12fc1924b86c,1536449611000,96.046.35.655,10
C00001341,77824mos-rc0e-4u38-d29l-20ys9hjbh0l3,android,5f9e9c93087848497a841d2bca3bd5b2b94482ee,1547422411000,63.788.98.228,5
C00001343,TR12I8SP-8Z60-04GA-ZQ0T-J89XZRDINJ06,ios,66e4bcfc345502fc623bb0e69d8681903cea1f72,1581982411000,97.365.83.275,11
C00001344,3WVU231A-52QR-4RAP-VGZ6-FI5I6G4XJYHW,ios,210f23b073652ce3c65c99af8e0b0d87d4d8a438,1577403211000,83.914.77.284,7
C00001345,e196wmu7-2z7a-g1fy-0ln1-qvsal6nvrs3f,android,aa6e576a256e26f5b967e1e43b486c1263c81ad1,1544916811000,66.136.48.105,12
C00001346,9729w7jm-400i-iwly-s3e5-9164wktoq7q6,android,99bd73c5dccc5fbf58f791d82385707b62badac5,1570404811000,50.864.67.304,7
C00001347,8RGT1L7F-DAR7-BB39-0R58-XFYZ9593I76I,ios,7a267ec8d4ea0a653702609b3c67968eced7374f,1561851211000,78.289.07.377,8
C00001348,269y6522-fmxw-6s7g-i385-bzz84onbd7gb,android,133eb86ec2d19c6f507280f5b405be0492b54b57,1577230411000,63.335.13.792,15
C00001349,KFAAA1PX-25AM-VC46-38U2-5J07KG5ANG1I,ios,0377396a421ebd93c5d58a52c2daf155a799a546,1604792011000,54.032.06.311,7
C00001350,56bvq159-480k-66nh-zhn4-15315m0ho845,android,e6a586cf0b83f6a1863b4b1160bd6d6996a82599,1559864011000,10.547.57.972,2
C00001351,mw7h263v-t7g6-u5gm-8v89-mneh2kpzu70x,android,549525f8695245f5b7ad1af24c03ac0c02d42470,1563147211000,19.081.67.774,10
C00001352,OVV8E1IS-126C-6UF2-5YD3-4B99QYK167PV,ios,e6fe13a2ffa8ebc3eed64770be6f4cf465834a3f,1567035211000,34.295.65.159,7
C00001353,mgtw1b2e-xe3g-ry4s-9vn9-qem976xgr55j,android,ad30e3d34a129d304eab42e023de929752fc4c53,1562369611000,53.207.27.161,8
C00001354,4RR42BMB-J620-JZP3-18V2-K13S7200P5Z9,ios,a211a605782a9d19a970026d872b6122171db487,1583537611000,62.266.33.199,2
C00001355,5M4603SV-66G4-BVQX-1R10-U4R2AR8HMMK7,ios,5faadeb78b23925753814275cf17b4514c45c2c9,1604187211000,13.272.53.988,7
C00001356,o6754213-w4ba-96o4-cjt6-aghry4kl71f7,android,210332a6e03083ac3e851790da6175f2efab2ef5,1595374411000,45.070.88.805,4
C00001359,3850q1c4-c0r2-t8nd-zhho-99ul0197ll77,android,568c3bdf5bbd31612b855ebdf809746dc3955e36,1547940811000,73.612.31.770,15
C00001360,VF575D0T-9UF6-6L6P-1TMV-B5Z42A1M81KS,ios,e4a83d2be96b49cfa49cd4d66d66f17dc18ded63,1519083211000,19.163.02.213,5
C00001361,mjxf8n7j-625o-1naj-71ow-70lt637tjn59,android,459beea4fafc302722b015c0b75902ad31812edf,1545003211000,65.486.31.711,10
C00001362,B108LQK5-IF1E-1O7K-6067-JB02W1AC08S2,ios,f1bfb8cb37ac7613d34e354884f8deca78037506,1592436811000,63.333.65.998,11
C00001363,WWK68271-K884-SK26-D59O-LG5N9BWIM1J5,ios,7513a105715c5e3627293ca7ed75179b0d2e6ac6,1523316811000,67.031.37.723,11
C00001364,2i998tml-xsf9-f18i-331i-hh2q65ct4vp5,android,85cd412265f6cf4dbc571abd8c23c972a4d58144,1597793611000,70.644.83.938,4
C00001365,k1h101lt-dp6l-163n-g21t-5cx3sayishy2,android,5bdaddfe2a779b8feca6144b4f7163bf1c7a6a08,1527118411000,27.958.79.586,12
C00001366,HXH14J18-DKJ2-C8P2-M576-D2N6713BL4FE,ios,1a2a285b33edc6d0d6cbbbbd0391d5849dc74635,1533944011000,17.962.43.287,15
C00001367,J9I9314H-35AQ-YE0N-QC7I-P733265HG4E0,ios,567033cfcacff1b6ea6ce5d6fcbf67b8728b51f5,1591140811000,84.700.22.308,10
C00001368,j9o8y33s-1820-e729-1775-m2ig2742y254,android,a0c8dd5dcfc9fe8a41764f6338b65a8bb7787171,1566603211000,13.880.15.872,5
C00001369,5bv48omi-w13g-2yy9-fb2l-e5p26y88ayul,android,f8ea47e7dcecca353dee886048e1fae1e97122df,1533080011000,51.368.29.948,13
C00001370,8np7y0xs-8914-qk6h-4h71-980kq13y6n69,android,d2d698768163a85852de8018d18b701352476d5f,1566862411000,83.412.32.071,15
C00001371,5LJ7V6X8-D51Q-5G36-61GA-7EGDJ595VFCH,ios,657a51fec5249925cb76e37b0159e483cd8c0f23,1541633611000,99.796.57.605,15
C00001372,6FW3Y154-2H5H-4ARG-O50G-4G769M2402B7,ios,af7221e7df6126db5793431731305384cab050e1,1558568011000,53.143.71.444,13
C00001373,ADXJV2SB-0A34-613N-4IWA-YUB86HE82149,ios,827e53743d153bbf6f6c4c52b0d050f507763b3f,1604273611000,46.182.38.777,13
C00001375,543D8051-9RKV-6150-4077-XG4MZNKJI8MW,ios,d28af236e4e9ef3aa835f0f862d0967e5a57ea8a,1539560011000,46.652.52.666,5
C00001376,6z490893-7l5g-65wc-7ofp-6x975y2x67wp,android,0d16ebeb7d9285849ed19fa7251f7fc33a20b5cd,1604014411000,25.589.81.440,9
C00001377,41qob4z3-lk66-05pi-gm2h-8l73bn3u0jtj,android,0f83b51e966adf0fa5a90477ac8452e9ed8873cf,1529364811000,32.086.62.885,12
C00001378,3M41ST4O-845X-33MF-T945-H2IH77563B5G,ios,f70cf4fbcb73c74fdce58efe8292eea494e93d48,1589672011000,99.169.97.746,13
C00001379,31a7q7ly-hk9b-vbz1-15ef-76094l4s0pf3,android,12f9616c98e6e40cc3f11c1ef8a28e69f8c915bd,1570664011000,64.770.59.851,3
C00001380,0h2esp7f-oo6d-8j19-196a-46021a4ejaa5,android,060aaa17aaec5f7d7269cded982d7b69b185bdf4,1599003211000,55.977.63.522,1
C00001382,79KZ79SH-9105-6450-31VM-OMQJWP0BB661,ios,c25628f4432478a3c34a3cc4e76883a8347a5cb8,1577230411000,98.073.68.338,13
C00001383,6d90lxdx-r6c6-a6q0-xev9-x192k23oq2zb,android,605fac4267ecd9dbc772dda9fc8bcf63b361003e,1596324811000,26.106.59.149,16
C00001384,LJ6HY3O7-3A56-ARQM-378W-S2EZ8QE5TQN1,ios,1175b440f9b0765dd234de78b05565360ed597a5,1528241611000,67.408.03.385,14
C00001385,5YXO15E4-898W-F3Z2-893O-99NQ08H9QC8C,ios,097b8ff89cf20a7c812eda436b05ada734098b03,1526427211000,48.600.49.596,17
C00001386,WDGA43G3-4502-AAVK-JWWR-Z733P61R434K,ios,6f0bf2b5d94b773f1222a5c7d6dfe4018f9c3ef4,1588635211000,12.172.84.887,1
C00001387,F1QL8UW5-H235-00GP-743A-XQ55U6D85R2O,ios,c1fa8820ef22b7b4a622a418cdff6092553f40c7,1535585611000,80.214.96.581,16
C00001388,h2bfv397-5gil-l6kk-4269-v57pz5ptgp04,android,adb4acf821bc5ddbd2eb0833ee224e8168b5e78d,1601163211000,28.191.53.208,8
C00001389,d17ck9oc-4fu7-7pzl-u938-71nd3vdr5f1i,android,5505bd8efa08ac5aec042dbe44cf9e139af3ab5d,1598225611000,14.410.02.594,10
C00001390,21NW2RR1-LS40-ZEG7-D5MN-WZPOO29A24G4,ios,176f344905553e143d93a28a0c486e7f200eee5a,1546731211000,43.512.03.147,10
C00001391,4S2T8605-K4XK-118Z-XS35-4A832W2QX553,ios,c849a195adc7974393029d3c1e0d0037ad207ca3,1585438411000,51.055.27.721,8
C00001392,HT8DYWNQ-XWNM-852I-Y20Q-9QA0Y8M2AB83,ios,475f0f7f7742887e1a3ad8d17ede9eeeeca90061,1578267211000,46.663.45.958,11
C00001393,51F429SC-0F32-QNQ4-E9TU-24181PR4FD02,ios,450e4cf765720dcc5cd181871e5bb7b6ef2202da,1550619211000,22.149.02.551,13
C00001394,k2v8w54e-5u22-89jt-2vv9-524q57u4a1nc,android,7fb6bf9f9044e94b1b4d2ee023403764a4bacea0,1576539211000,52.705.70.955,4
C00001395,n3iil04o-0wk7-5o14-ppz2-k000227fr9ih,android,b1fca70bd72aeb7de7790a727f835c0b00baf157,1546990411000,85.452.63.329,13
C00001396,9E6405K4-QMAH-Y549-QEA5-06733GI33G7Y,ios,e967c847ad4b620673eabd817b9ecfde7561349a,1541633611000,29.417.10.763,7
C00001397,E4D8W7D6-LQX5-7J14-S7SI-A4368BK2D3EY,ios,b15e43fd24175259ddab8d733d6ddf4de2e750c7,1542238411000,77.222.32.525,15
C00001401,lj15e12u-n07o-fe1b-2hvd-amx678r74v25,android,8b1143292a4f0d3cc23560d9714a295fc6c669b8,1598830411000,36.357.62.749,10
C00001402,RMI97DC2-49SF-0A0H-B925-94J7MO2WDL66,ios,138664ed2bb1d49349d801c2a75b27a48ce0879b,1548977611000,21.543.02.553,14
C00001403,94qj95xc-87o6-k634-712f-799wk74telv6,android,b690b5859fd3423b2c4700b85df132b694d3a387,1603409611000,34.944.58.950,16
C00001404,283sc1ej-3c0a-9hn8-1vi0-m28g4r625onk,android,e3c8a31c6f3a10164e0bd6624eda586cc195aef6,1553384011000,28.931.49.748,6
C00001406,8406vqs5-1991-ww52-a19r-93r0e4qmaolv,android,a8c9f4b3f25e799049f1fe66c61a7b9df935d4e4,1599348811000,15.400.40.772,4
C00001407,8PXGR293-3PVE-UO51-L547-1S362192OWSS,ios,379074c267692dab088e436f786212c098f056d9,1573860811000,93.625.60.979,15
C00001408,4p88zc68-v964-4tbx-f5m7-7p0e1gdz2b6a,android,240c75558c43cb29679a1670198ff374c7dec241,1569886411000,54.425.87.111,9
C00001409,0O792T49-8F4X-89HL-R8Y6-33G3699420U0,ios,a937fd56986dbcc7029cc5235c472ce2eac2df5b,1570145611000,44.408.80.473,2
C00001410,6246num6-pt5v-3647-k951-5168tdlelkp7,android,a909a9607dc75ef543d3b9d9f10e7e0e4f0cb626,1601163211000,47.449.93.531,11
C00001411,5ibyfcy5-296a-8ahv-1174-84l1b699w50m,android,5286016aaf5ec3165663312044bbe35ec8a2da5d,1530488011000,34.810.50.542,6
C00001412,76m1p90m-r5ba-xbv8-j5jp-hh6193fg7859,android,081bd0c8a49a2ab3548ddfc147cfc82a4ae36086,1580427211000,77.241.16.186,10
C00001413,v3599i58-t56x-k221-vem6-4ztv7u984e78,android,7ae62b326acab924ce0a3c530eec602cb6927b25,1577144011000,87.059.05.877,10
C00001414,28B8VO02-95DG-95Z1-556W-HW0183US0XGU,ios,81ab35101d8f121d1203583fb6ddc28b0ab4f317,1560987211000,49.467.59.810,1
C00001416,7B75LU3T-5L4B-Z519-MBXF-C48EA920XTOH,ios,dfb366e28aff3e280521f439b8a69b771ab8561d,1589758411000,21.075.51.455,12
C00001417,n0456ysw-dbj7-49b8-h005-a930b72gcyny,android,bed3c54973410c8a1efa29f83bc880c3d77ed141,1578440011000,53.936.07.492,5
C00001418,5MTC3LVE-L21K-GHDN-E40B-200AOH280419,ios,fa03617902756debbb85ce2db4c89aa6d1bac284,1601595211000,91.836.63.613,3
C00001419,j7e7p28o-e9q2-59q6-w2v3-noj0tj4n7ss3,android,059e11259c083ffa7b25ec3fefe6566db17504fa,1542584011000,56.953.78.935,17
C00001420,0ol0z34v-v75y-m3zb-5i0t-e1raj919b9m0,android,87b1b809733b7fe4f492583d54d1959632ae1c71,1593819211000,38.027.21.023,6
C00001421,45j8diud-0f02-0kb2-d72s-0cwra0e11h2v,android,1fb9496d743abf00497319d3b35b563610702b8f,1550532811000,65.711.97.423,9
C00001422,x8690w04-of5x-316e-lu47-971k22p733o7,android,923076098a29dd372aaa4dd3a318fc206ed16ec3,1569713611000,46.214.63.234,16
C00001423,6D0OGM18-NZ29-6K9J-DQ80-2WAYMKV0B65F,ios,0a0e8babf116d598eb3db6a8131b75d2a5d49004,1596152011000,22.326.03.249,2
C00001424,4im6c4ao-d957-3n18-f5pa-6p23hxb5jrd3,android,b99294589a12290272374962fd4ded07e31502d7,1532820811000,19.972.40.024,4
C00001425,4R7SM05P-35B9-FQ7D-77KH-5693BT59SK32,ios,c23e5740c475200eab1ff93b6a7025d49e0652bd,1603323211000,29.379.82.630,4
C00001426,366RJ355-8YVA-TN11-GP4S-537NJ19S9NF1,ios,ed282dc8451f96b38f2ffac777baa8f9eef12b27,1559345611000,12.668.98.061,11
C00001427,j0368499-z005-xml5-4bm7-799bu612k21z,android,dea90f860ba4c3b2c2bf842aefa7c8d0dee20100,1602027211000,27.352.90.602,3
C00001428,p1q7olh9-755c-190h-4404-3524teen67nk,android,65f33040e31888b97f7531826506bff142eb6796,1541028811000,90.526.70.485,1
C00001429,7L9EF857-T809-4H74-L6R1-5W2386HCQ9I7,ios,aa10ebb87648eb1e54030493cba5d8c8fbaa4be4,1538177611000,59.054.48.610,10
C00001430,ldt57025-lfbd-p73z-di2p-46o788leun4b,android,7ef961844e3e967e35aaa98e68312fdb99905b9f,1550273611000,25.958.01.346,9
C00001431,JQ0GD3OQ-1ML4-DT73-EU91-57B5J748DL59,ios,102b64bdacb249b59c4119f8a37b5d9f67e79738,1556062411000,55.564.38.717,15
C00001432,VUF4YPKG-VC6M-A8K7-R974-CIWB28152Y5R,ios,a2d084181b5281cc136e834d9081e8aeb2b1997b,1555284811000,34.678.42.046,1
C00001433,b659gjc4-s8nv-5ing-apo9-g617qsd55655,android,5a06cb6e417a2bd1fdc99ecb870d1055bdf09387,1522020811000,88.836.25.590,6
C00001434,ED512TMO-3033-Q3ON-LW14-34XFZB1UF923,ios,6a59a3690b2d2a178bc255507d0744a1349fffc3,1558395211000,13.141.26.001,3
